name,dateOfBirth,phoneNumber,gender,state,postcode,address,position,fullAddress,random5num,staffID
Ly Camble,2/2/1998,019-0611292,M,Negeri Sembilan,71952,51 Ilene Park,doctor,"51 Ilene Park, 71952, Negeri Sembilan",24087,D24087
Teddie Rundle,6/13/1965,011-65915750,F,Terengganu,48784,3 Roxbury Park,doctor,"3 Roxbury Park, 48784, Terengganu",40001,D40001
Aimee Lincey,7/3/1906,011-15183526,M,Terengganu,57885,63570 Pleasure Road,doctor,"63570 Pleasure Road, 57885, Terengganu",70885,D70885
Maurie Hazlegrove,11/20/1994,019-0022801,M,Melaka,65660,9286 Hudson Court,nurse,"9286 Hudson Court, 65660, Melaka",69193,N69193
Noelyn Hunting,1/19/1914,018-4145473,F,Penang,80260,1 Daystar Circle,nurse,"1 Daystar Circle, 80260, Penang",54474,N54474
Roberto Slee,3/15/2000,010-82851441,M,Selangor,17711,63338 Old Shore Plaza,nurse,"63338 Old Shore Plaza, 17711, Selangor",97622,N97622
Regan Winwright,1/18/1991,010-32292224,M,Sabah,69710,94362 Del Mar Alley,nurse,"94362 Del Mar Alley, 69710, Sabah",21229,N21229
Pancho Nucci,3/5/1998,011-41600568,M,Perak,62790,49951 Butternut Plaza,nurse,"49951 Butternut Plaza, 62790, Perak",34831,N34831
Olva Hold,1/14/1971,018-1643341,M,Sabah,56753,4 Morning Court,nurse,"4 Morning Court, 56753, Sabah",45394,N45394
Jerald Benoix,10/29/1995,011-63922581,M,Perlis,45904,99 Hanover Center,nurse,"99 Hanover Center, 45904, Perlis",11681,N11681
Orlando Wonfar,12/29/1972,011-90955824,F,Negeri Sembilan,15890,69740 Cambridge Center,nurse,"69740 Cambridge Center, 15890, Negeri Sembilan",08739,N08739
Torrance Brinkley,8/27/1977,010-77784837,F,Kedah,01056,1320 Main Plaza,nurse,"1320 Main Plaza, 01056, Kedah",51884,N51884
Tandi Greeveson,1/2/1989,011-68065513,F,Johor,45973,80594 Barnett Center,nurse,"80594 Barnett Center, 45973, Johor",00547,N00547
Becky Prendergrast,11/4/1923,014-1206357,M,Melaka,26466,35071 Hauk Crossing,nurse,"35071 Hauk Crossing, 26466, Melaka",02203,N02203
Ahmad Ivoshin,3/8/1969,010-60223343,M,Sabah,47285,9 Johnson Street,nurse,"9 Johnson Street, 47285, Sabah",04390,N04390
Bekki Comello,3/22/1940,011-75329000,M,Kuala Lumpur,46341,80 Ruskin Point,doctor,"80 Ruskin Point, 46341, Kuala Lumpur",94086,D94086
Cynde Garnall,2/22/1939,010-45804599,M,Negeri Sembilan,88772,21335 Steensland Alley,nurse,"21335 Steensland Alley, 88772, Negeri Sembilan",45636,N45636
Davie Reaveley,8/20/1908,019-5722573,M,Negeri Sembilan,53167,69584 Delaware Way,doctor,"69584 Delaware Way, 53167, Negeri Sembilan",07267,D07267
Cozmo Filler,11/13/1935,019-4630799,F,Terengganu,99154,3 Crowley Plaza,nurse,"3 Crowley Plaza, 99154, Terengganu",08869,N08869
Rica Mosdell,1/8/1949,019-7671625,F,Sabah,46846,94955 Manufacturers Pass,nurse,"94955 Manufacturers Pass, 46846, Sabah",60685,N60685
Ellene Kornilov,8/11/1900,011-77362183,F,Penang,13933,88 Maywood Place,doctor,"88 Maywood Place, 13933, Penang",43545,D43545
Jacqueline Castell,12/28/1902,010-16312808,M,Negeri Sembilan,55586,1 Hanson Lane,nurse,"1 Hanson Lane, 55586, Negeri Sembilan",41565,N41565
Celene Crix,2/10/1926,011-97126847,M,Perak,92855,64 Hermina Point,nurse,"64 Hermina Point, 92855, Perak",04029,N04029
Rosy MacPaike,12/16/1905,011-81864715,F,Sabah,80310,208 Reinke Place,doctor,"208 Reinke Place, 80310, Sabah",99483,D99483
Rabbi Vertigan,10/27/1963,011-15895736,F,Labuan,50041,0685 Fordem Point,nurse,"0685 Fordem Point, 50041, Labuan",41899,N41899
Uriah Georgins,12/25/1933,010-19028639,M,Perak,96037,1 Tennessee Point,nurse,"1 Tennessee Point, 96037, Perak",19845,N19845
Burtie Coda,10/1/1930,011-73246275,F,Johor,30237,10925 Mcguire Circle,nurse,"10925 Mcguire Circle, 30237, Johor",37349,N37349
Calypso Clowes,12/5/1902,016-5762682,F,Kuala Lumpur,90663,12466 Randy Hill,nurse,"12466 Randy Hill, 90663, Kuala Lumpur",87930,N87930
Stefan Penwarden,11/2/1903,019-7784929,F,Putrajaya,25372,330 Morning Road,nurse,"330 Morning Road, 25372, Putrajaya",02198,N02198
Shae Vauter,2/20/1909,010-58872959,F,Terengganu,78116,47 Mcguire Terrace,nurse,"47 Mcguire Terrace, 78116, Terengganu",47007,N47007
Krystle Oram,5/4/1962,010-37434800,F,Putrajaya,99456,04338 Bashford Avenue,nurse,"04338 Bashford Avenue, 99456, Putrajaya",59585,N59585
Molli Gornar,6/13/1934,017-6943936,F,Labuan,85339,521 Tony Alley,nurse,"521 Tony Alley, 85339, Labuan",13828,N13828
Corine Madgett,12/28/1918,019-0789454,M,Kuala Lumpur,61265,26 1st Trail,nurse,"26 1st Trail, 61265, Kuala Lumpur",53702,N53702
Lonni Gittins,11/21/1905,019-6898942,F,Kelantan,18729,6834 Chinook Way,nurse,"6834 Chinook Way, 18729, Kelantan",44620,N44620
Giordano Dunn,9/15/1907,011-00182277,F,Pahang,13840,71538 1st Court,nurse,"71538 1st Court, 13840, Pahang",65107,N65107
Libbey Fontin,12/19/1990,017-8086599,F,Selangor,41958,393 Butterfield Pass,nurse,"393 Butterfield Pass, 41958, Selangor",50810,N50810
Dorene Sperring,6/30/1991,019-7167538,F,Sabah,00151,35 Mayer Circle,nurse,"35 Mayer Circle, 00151, Sabah",99190,N99190
Tobye Edgeley,2/15/1985,010-09113192,M,Negeri Sembilan,91357,8 Grayhawk Point,nurse,"8 Grayhawk Point, 91357, Negeri Sembilan",18482,N18482
Marketa Ousby,7/9/1978,010-19956723,F,Putrajaya,47906,66902 Springview Hill,doctor,"66902 Springview Hill, 47906, Putrajaya",08781,D08781
Giraldo Cromwell,5/27/1969,011-68411998,M,Sarawak,34378,5915 Dovetail Circle,doctor,"5915 Dovetail Circle, 34378, Sarawak",65590,D65590
Clo Dodds,5/25/1906,010-08339902,M,Selangor,53905,737 Laurel Center,doctor,"737 Laurel Center, 53905, Selangor",65627,D65627
Robinet Domsalla,12/21/1929,011-95498042,F,Putrajaya,00808,2090 Oriole Plaza,doctor,"2090 Oriole Plaza, 00808, Putrajaya",45949,D45949
Cynthea Guage,8/3/1979,010-64574253,M,Johor,91856,8 Lakewood Circle,doctor,"8 Lakewood Circle, 91856, Johor",23315,D23315
Stanislaus Larvor,12/24/1971,018-2116474,F,Negeri Sembilan,40367,0769 Forest Run Park,doctor,"0769 Forest Run Park, 40367, Negeri Sembilan",47328,D47328
Fraser Taig,9/3/1947,018-5315816,M,Selangor,55190,0 Bayside Drive,nurse,"0 Bayside Drive, 55190, Selangor",90982,N90982
Art Trusdale,4/12/1921,010-80366278,F,Terengganu,02518,638 Portage Crossing,nurse,"638 Portage Crossing, 02518, Terengganu",47422,N47422
Kennan Louden,11/23/1980,011-93938509,F,Perak,57325,930 Vera Way,nurse,"930 Vera Way, 57325, Perak",98579,N98579
Jerrome Verbrugghen,4/30/1931,010-41537945,F,Kedah,80965,88 Clove Circle,doctor,"88 Clove Circle, 80965, Kedah",23831,D23831
Geraldine Hanniger,12/4/1997,019-5944530,F,Labuan,55803,96 Hintze Avenue,doctor,"96 Hintze Avenue, 55803, Labuan",01245,D01245
Owen Lody,6/8/1998,011-10785569,F,Kedah,49168,3552 Paget Center,nurse,"3552 Paget Center, 49168, Kedah",88916,N88916
Liliane Bloss,1/25/1969,014-7919599,F,Labuan,23311,6525 Vahlen Hill,nurse,"6525 Vahlen Hill, 23311, Labuan",36617,N36617
Domingo Chainey,9/22/1943,010-43634936,M,Kuala Lumpur,16732,13210 Messerschmidt Circle,nurse,"13210 Messerschmidt Circle, 16732, Kuala Lumpur",33653,N33653
Hamlin Gilfoy,2/17/1913,016-6824608,M,Labuan,81643,175 Grim Trail,nurse,"175 Grim Trail, 81643, Labuan",65709,N65709
Ardelle Been,7/20/1990,019-7903287,M,Melaka,37167,10075 Loftsgordon Crossing,nurse,"10075 Loftsgordon Crossing, 37167, Melaka",03909,N03909
Connie Randerson,2/28/1985,017-6689775,M,Johor,08733,1058 Bonner Road,nurse,"1058 Bonner Road, 08733, Johor",90069,N90069
Frank Antonsen,11/24/1947,019-0007741,F,Johor,66618,69 Katie Circle,doctor,"69 Katie Circle, 66618, Johor",98242,D98242
Reeba Tuppeny,3/1/1995,018-6510327,M,Kelantan,33801,9972 Bluestem Street,doctor,"9972 Bluestem Street, 33801, Kelantan",35317,D35317
Blayne Thebes,5/10/1948,017-5555270,M,Sarawak,96258,179 Fisk Circle,nurse,"179 Fisk Circle, 96258, Sarawak",96424,N96424
Jacki Wellen,9/10/1959,018-0930301,F,Kelantan,17676,559 American Court,nurse,"559 American Court, 17676, Kelantan",79442,N79442
Janene Marchant,8/30/1971,011-94378621,M,Kuala Lumpur,34537,6891 Portage Plaza,doctor,"6891 Portage Plaza, 34537, Kuala Lumpur",66083,D66083
Monah Rippen,11/25/1923,019-0366324,F,Pahang,90325,95 Macpherson Road,nurse,"95 Macpherson Road, 90325, Pahang",05325,N05325
Shelley Boater,9/15/1907,011-18201086,F,Perlis,13044,7233 Summerview Alley,nurse,"7233 Summerview Alley, 13044, Perlis",64399,N64399
Ignacius Passingham,8/2/1938,017-0935626,F,Kuala Lumpur,72992,627 Saint Paul Circle,nurse,"627 Saint Paul Circle, 72992, Kuala Lumpur",99757,N99757
Germana Farfull,10/22/1993,019-7950535,M,Johor,27450,4 Colorado Court,nurse,"4 Colorado Court, 27450, Johor",91593,N91593
Julina Freear,1/9/1920,018-1776176,M,Melaka,90167,3949 Mcbride Pass,doctor,"3949 Mcbride Pass, 90167, Melaka",57105,D57105
Pammy Athowe,1/31/1921,017-0963914,M,Putrajaya,43777,10 David Road,nurse,"10 David Road, 43777, Putrajaya",56914,N56914
Shalom Perl,1/4/1991,019-1685671,M,Labuan,97887,474 7th Junction,doctor,"474 7th Junction, 97887, Labuan",50825,D50825
Dugald Seagrave,12/16/1993,010-43723956,M,Sarawak,59555,43 Northfield Place,doctor,"43 Northfield Place, 59555, Sarawak",36066,D36066
Nonah Freckelton,9/2/1941,019-4961423,F,Sabah,21240,76 Lunder Avenue,doctor,"76 Lunder Avenue, 21240, Sabah",62922,D62922
Beverlee Tours,10/27/1967,010-16919904,M,Perak,80710,8510 Nelson Court,nurse,"8510 Nelson Court, 80710, Perak",45733,N45733
Julio Sirmon,3/9/1937,019-4909716,M,Melaka,52423,93051 Holy Cross Park,nurse,"93051 Holy Cross Park, 52423, Melaka",10460,N10460
Ario Kolyagin,2/14/1919,019-0347987,M,Kedah,92495,03079 Quincy Lane,nurse,"03079 Quincy Lane, 92495, Kedah",52393,N52393
Doti Langcaster,7/16/1914,011-64561313,F,Labuan,97812,8782 Scoville Court,nurse,"8782 Scoville Court, 97812, Labuan",81027,N81027
Josefa Cowle,7/26/1995,010-06247236,M,Penang,86802,49 Springview Lane,nurse,"49 Springview Lane, 86802, Penang",78452,N78452
Melloney Fuzzard,12/19/1968,011-39208826,M,Labuan,19639,09937 5th Circle,nurse,"09937 5th Circle, 19639, Labuan",32228,N32228
Leticia Blazevic,3/2/1967,010-40984523,M,Selangor,88727,46385 Lakewood Way,nurse,"46385 Lakewood Way, 88727, Selangor",47720,N47720
Toinette Skokoe,9/26/1942,017-3250738,F,Johor,25916,294 Warner Street,doctor,"294 Warner Street, 25916, Johor",85547,D85547
Farleigh Wagner,6/20/1911,010-34608556,M,Labuan,18532,3 Melvin Terrace,doctor,"3 Melvin Terrace, 18532, Labuan",98654,D98654
Lucita Bereford,7/6/1992,018-2573798,M,Sarawak,75493,15 Spenser Terrace,nurse,"15 Spenser Terrace, 75493, Sarawak",03904,N03904
Beale Carletti,4/20/1991,019-2979358,M,Melaka,42624,427 Logan Lane,nurse,"427 Logan Lane, 42624, Melaka",29461,N29461
Christy Dowden,9/25/1934,019-1164303,M,Kuala Lumpur,64859,26735 Bunting Alley,nurse,"26735 Bunting Alley, 64859, Kuala Lumpur",70305,N70305
Win Michelmore,5/19/1921,019-9166387,M,Negeri Sembilan,82712,99189 Lakewood Center,nurse,"99189 Lakewood Center, 82712, Negeri Sembilan",35806,N35806
Lorie Meneghelli,9/26/1943,019-3245959,F,Sarawak,20664,08648 Hanover Court,nurse,"08648 Hanover Court, 20664, Sarawak",24074,N24074
Dael Caldecutt,1/12/1915,019-2647121,M,Sarawak,56451,21514 Talisman Place,doctor,"21514 Talisman Place, 56451, Sarawak",03117,D03117
Johny Joanic,5/14/1954,010-97012798,M,Pahang,76264,8 Red Cloud Pass,nurse,"8 Red Cloud Pass, 76264, Pahang",75084,N75084
Kynthia Sidsaff,5/17/1997,011-27840704,F,Sarawak,98159,41 Schmedeman Trail,nurse,"41 Schmedeman Trail, 98159, Sarawak",13078,N13078
Tallie Lassell,9/21/1968,011-89326915,F,Kedah,32214,916 Springview Alley,nurse,"916 Springview Alley, 32214, Kedah",89475,N89475
Chiquita Cosgry,8/11/1916,019-6840461,M,Labuan,78166,349 7th Way,nurse,"349 7th Way, 78166, Labuan",82535,N82535
Mitzi Pipe,7/31/1935,010-77606128,M,Kelantan,12455,08 2nd Hill,nurse,"08 2nd Hill, 12455, Kelantan",94114,N94114
Lurlene Bilby,7/23/1952,010-13170411,F,Terengganu,64484,70 Johnson Alley,doctor,"70 Johnson Alley, 64484, Terengganu",94385,D94385
Lamar Dawidowsky,5/25/1999,011-50616052,F,Sarawak,24420,89143 Prentice Court,doctor,"89143 Prentice Court, 24420, Sarawak",61389,D61389
King Illsley,7/22/1909,019-4580521,F,Sarawak,52293,5622 Walton Crossing,nurse,"5622 Walton Crossing, 52293, Sarawak",51333,N51333
Scarlett Tynewell,11/8/1907,019-8145269,M,Kedah,50288,71 Grasskamp Point,nurse,"71 Grasskamp Point, 50288, Kedah",59634,N59634
Sorcha Deverell,7/18/1916,019-8160574,M,Johor,44520,80 Mcguire Way,nurse,"80 Mcguire Way, 44520, Johor",81878,N81878
Garey Pock,2/6/1969,010-43219351,F,Perlis,19677,6186 Mccormick Court,nurse,"6186 Mccormick Court, 19677, Perlis",06726,N06726
D'arcy Tythe,1/26/1989,016-0283932,F,Sarawak,99567,3 American Way,nurse,"3 American Way, 99567, Sarawak",63465,N63465
Jsandye Acutt,12/4/1919,018-0424091,M,Negeri Sembilan,25966,48448 Pine View Center,nurse,"48448 Pine View Center, 25966, Negeri Sembilan",68006,N68006
Brandi Calbrathe,8/27/1918,010-09402106,F,Labuan,09643,4200 Mandrake Park,nurse,"4200 Mandrake Park, 09643, Labuan",15771,N15771
Trent Amberg,5/2/1974,010-29850040,F,Terengganu,66309,6 Cordelia Trail,doctor,"6 Cordelia Trail, 66309, Terengganu",41959,D41959
Dill Blissitt,10/27/1916,019-7794345,F,Perak,82978,8 Hauk Lane,nurse,"8 Hauk Lane, 82978, Perak",52956,N52956
Edy Fairbrass,8/10/1979,010-77275601,F,Pahang,97470,0288 Badeau Alley,nurse,"0288 Badeau Alley, 97470, Pahang",46898,N46898
Even Culpin,12/16/1992,018-0834532,F,Labuan,44559,2 Mallory Road,doctor,"2 Mallory Road, 44559, Labuan",77022,D77022
Cristy Oxbe,2/22/1992,019-4731177,F,Kelantan,83174,7 Blue Bill Park Center,nurse,"7 Blue Bill Park Center, 83174, Kelantan",71199,N71199
Ashlan Budding,3/11/1907,010-01143280,M,Perak,06534,8994 Vahlen Place,nurse,"8994 Vahlen Place, 06534, Perak",69766,N69766
Pace McCorrie,10/24/1980,019-3974792,M,Perlis,01371,769 East Lane,nurse,"769 East Lane, 01371, Perlis",67524,N67524
Lonnie Relph,12/30/1909,010-00047041,M,Labuan,56362,7 Manufacturers Crossing,nurse,"7 Manufacturers Crossing, 56362, Labuan",92503,N92503
Bern Swannick,8/30/1916,019-7652356,F,Selangor,78633,53638 Northfield Pass,nurse,"53638 Northfield Pass, 78633, Selangor",39700,N39700
Suzanna Caddock,12/31/1942,019-4769035,M,Melaka,11518,26629 Ruskin Park,doctor,"26629 Ruskin Park, 11518, Melaka",40398,D40398
Tamera Mish,5/13/1941,010-41843327,M,Pahang,92119,638 Meadow Ridge Plaza,doctor,"638 Meadow Ridge Plaza, 92119, Pahang",85689,D85689
Kari Sandle,9/20/1939,010-86122083,M,Penang,39431,4 Pearson Trail,doctor,"4 Pearson Trail, 39431, Penang",25535,D25535
Elspeth Cote,2/25/1924,018-6673184,M,Selangor,45839,79 Sauthoff Lane,nurse,"79 Sauthoff Lane, 45839, Selangor",21838,N21838
Brigit McLennan,10/29/1931,010-15945277,M,Sarawak,70511,97909 Pankratz Terrace,nurse,"97909 Pankratz Terrace, 70511, Sarawak",72122,N72122
Lorin Stollman,8/17/1931,019-8031212,M,Penang,39342,32696 Arkansas Alley,nurse,"32696 Arkansas Alley, 39342, Penang",66708,N66708
Cal Champe,7/8/1945,017-7141729,M,Terengganu,07377,502 Jana Park,nurse,"502 Jana Park, 07377, Terengganu",73288,N73288
Krystalle Slimming,7/4/1910,019-1597281,M,Negeri Sembilan,77987,6990 Elmside Avenue,nurse,"6990 Elmside Avenue, 77987, Negeri Sembilan",02468,N02468
Marinna Thieme,10/18/1903,010-69458652,M,Kuala Lumpur,09744,6557 Cardinal Trail,nurse,"6557 Cardinal Trail, 09744, Kuala Lumpur",34083,N34083
Cordelia Doeg,7/13/1990,013-4669241,M,Putrajaya,46615,861 Bayside Hill,nurse,"861 Bayside Hill, 46615, Putrajaya",41804,N41804
Marillin Britee,4/28/1922,011-24629593,M,Johor,28680,35 Buena Vista Crossing,doctor,"35 Buena Vista Crossing, 28680, Johor",22939,D22939
Davis Sirey,1/9/1930,011-70158976,F,Perlis,82972,48 Buena Vista Park,doctor,"48 Buena Vista Park, 82972, Perlis",24486,D24486
Osmund Schettini,8/25/1960,019-1202761,F,Sabah,34801,86999 South Trail,nurse,"86999 South Trail, 34801, Sabah",08982,N08982
Quincey How,3/31/1919,019-8043090,F,Labuan,74464,94 Bashford Alley,doctor,"94 Bashford Alley, 74464, Labuan",23758,D23758
Tibold Dincke,12/22/1957,010-14458240,F,Pahang,60727,17070 Bultman Alley,doctor,"17070 Bultman Alley, 60727, Pahang",00670,D00670
Trevor Jedrzejewski,12/11/1921,019-8915623,M,Perlis,91069,68913 Packers Lane,nurse,"68913 Packers Lane, 91069, Perlis",51731,N51731
Giraldo Eddington,5/9/1986,018-8515192,M,Melaka,06503,1207 Kipling Road,nurse,"1207 Kipling Road, 06503, Melaka",80187,N80187
Leroy Whyteman,12/23/1999,019-9950719,F,Sarawak,27834,98152 Ohio Hill,doctor,"98152 Ohio Hill, 27834, Sarawak",09159,D09159
Shandie Fulmen,11/24/1963,013-8996587,M,Penang,25892,497 Nova Avenue,doctor,"497 Nova Avenue, 25892, Penang",82428,D82428
Giraldo Boyes,1/14/1901,012-4819618,F,Perak,27145,841 Charing Cross Junction,nurse,"841 Charing Cross Junction, 27145, Perak",12325,N12325
Rosana Tointon,9/9/1994,011-66264351,F,Perlis,83120,3 Miller Court,nurse,"3 Miller Court, 83120, Perlis",47905,N47905
Annabela Quixley,4/5/1918,017-6192859,F,Perak,84270,663 Jackson Drive,nurse,"663 Jackson Drive, 84270, Perak",95065,N95065
Lorrin Butting,10/20/1917,011-77344380,F,Pahang,06250,9 Spohn Street,doctor,"9 Spohn Street, 06250, Pahang",04372,D04372
Titus Dunhill,5/4/1941,010-60968908,F,Perlis,65615,52750 Myrtle Parkway,nurse,"52750 Myrtle Parkway, 65615, Perlis",18603,N18603
Cicily Patershall,5/4/1973,019-0013930,M,Selangor,99618,9865 Dunning Court,nurse,"9865 Dunning Court, 99618, Selangor",02494,N02494
Max Jaume,2/18/1944,011-14267526,M,Kedah,35009,70 Sutherland Hill,doctor,"70 Sutherland Hill, 35009, Kedah",05027,D05027
Nerissa Brezlaw,7/8/1908,010-73504126,M,Labuan,10278,08 Colorado Pass,nurse,"08 Colorado Pass, 10278, Labuan",80267,N80267
Angy Plunket,1/5/1978,010-28475601,F,Putrajaya,53531,07969 Cottonwood Parkway,doctor,"07969 Cottonwood Parkway, 53531, Putrajaya",40263,D40263
Lianne Paroni,2/16/1941,017-8468319,F,Sabah,80603,5685 Northland Avenue,nurse,"5685 Northland Avenue, 80603, Sabah",72869,N72869
Mona Brennan,11/1/1963,011-03541090,F,Selangor,02172,62 Iowa Park,doctor,"62 Iowa Park, 02172, Selangor",04664,D04664
Giraldo Quickfall,10/25/1944,010-52667247,F,Kedah,71482,44 Bluejay Way,doctor,"44 Bluejay Way, 71482, Kedah",22409,D22409
Paton Liddiard,8/19/1964,010-70507707,F,Selangor,65156,94001 Harbort Road,nurse,"94001 Harbort Road, 65156, Selangor",81802,N81802
Basile Howarth,10/3/1915,011-92108488,F,Labuan,23707,8 Darwin Street,doctor,"8 Darwin Street, 23707, Labuan",45526,D45526
Barney Fincham,8/15/1907,016-6000835,F,Selangor,57345,08581 Reindahl Alley,nurse,"08581 Reindahl Alley, 57345, Selangor",55969,N55969
Jerome Norris,5/29/1918,019-1796795,M,Penang,06016,3 Thompson Junction,doctor,"3 Thompson Junction, 06016, Penang",76196,D76196
Revkah Fleischer,9/17/1901,016-4813558,F,Pahang,53825,85 Pleasure Parkway,nurse,"85 Pleasure Parkway, 53825, Pahang",69262,N69262
Hildegaard Hurling,6/22/1967,017-9675674,F,Labuan,87186,40 7th Place,nurse,"40 7th Place, 87186, Labuan",22382,N22382
Bartram Klimmek,10/6/1981,011-95663157,F,Melaka,59601,4371 Blaine Park,nurse,"4371 Blaine Park, 59601, Melaka",74755,N74755
Charles Pattillo,9/7/1939,018-5591623,F,Sarawak,55774,21290 Vahlen Circle,nurse,"21290 Vahlen Circle, 55774, Sarawak",95503,N95503
Jonathon Gilhouley,7/8/1987,013-4986022,M,Perlis,88233,870 Drewry Court,nurse,"870 Drewry Court, 88233, Perlis",48866,N48866
Nichols Clabburn,10/31/1906,019-5541201,M,Putrajaya,46352,02786 Susan Crossing,nurse,"02786 Susan Crossing, 46352, Putrajaya",07254,N07254
Karia Partkya,10/27/1912,019-5224460,M,Perlis,31521,68 Burning Wood Plaza,nurse,"68 Burning Wood Plaza, 31521, Perlis",22067,N22067
Catarina Klauer,1/8/1939,011-64554417,M,Johor,02408,30 Manley Road,doctor,"30 Manley Road, 02408, Johor",78515,D78515
Lindsay Lippard,5/6/1938,010-87115911,F,Perak,79821,5 Independence Hill,nurse,"5 Independence Hill, 79821, Perak",24669,N24669
Cristina Arkle,4/23/1976,016-1201922,M,Kuala Lumpur,43769,5579 Alpine Crossing,nurse,"5579 Alpine Crossing, 43769, Kuala Lumpur",03948,N03948
Fannie Brodley,11/30/1989,010-51871652,M,Kelantan,17224,11 Thierer Alley,nurse,"11 Thierer Alley, 17224, Kelantan",28965,N28965
Olag Dreigher,6/3/1982,011-61397183,M,Pahang,03116,3 Schurz Point,nurse,"3 Schurz Point, 03116, Pahang",10965,N10965
Cordie Southcott,12/9/1975,018-7348556,F,Perak,60352,3161 Eastwood Place,nurse,"3161 Eastwood Place, 60352, Perak",19834,N19834
Sandy Devereu,10/29/1928,010-87551714,M,Labuan,32470,9 Namekagon Court,doctor,"9 Namekagon Court, 32470, Labuan",08566,D08566
Trenna Voase,8/2/1984,010-39175025,F,Terengganu,21810,85 Sundown Plaza,nurse,"85 Sundown Plaza, 21810, Terengganu",48457,N48457
Talyah Huskisson,3/11/1915,019-9121779,M,Putrajaya,04951,284 Caliangt Avenue,nurse,"284 Caliangt Avenue, 04951, Putrajaya",96647,N96647
Isaak Fliege,2/22/1908,018-7385325,M,Penang,95587,899 Karstens Drive,doctor,"899 Karstens Drive, 95587, Penang",71324,D71324
Charil Sigge,4/8/1939,019-4091597,M,Kuala Lumpur,90999,0309 Redwing Park,doctor,"0309 Redwing Park, 90999, Kuala Lumpur",91446,D91446
Harriett Mayne,4/4/1902,018-7177141,F,Kedah,26648,26553 Golf View Crossing,nurse,"26553 Golf View Crossing, 26648, Kedah",45481,N45481
Ashlan Wimbush,2/28/1970,011-93445198,F,Penang,43884,7341 Bluestem Street,nurse,"7341 Bluestem Street, 43884, Penang",53740,N53740
Hirsch Reen,5/19/1952,011-25737214,M,Putrajaya,39126,885 Derek Terrace,nurse,"885 Derek Terrace, 39126, Putrajaya",90837,N90837
Odie Cardenas,1/9/1944,010-07058032,M,Penang,84333,00185 Blackbird Pass,doctor,"00185 Blackbird Pass, 84333, Penang",92571,D92571
Cyrus Tedstone,2/27/1953,018-4085661,M,Pahang,18051,34618 Sherman Terrace,doctor,"34618 Sherman Terrace, 18051, Pahang",32736,D32736
Erinn Goodram,5/27/1903,011-42825033,F,Kuala Lumpur,06143,5 Fairfield Avenue,doctor,"5 Fairfield Avenue, 06143, Kuala Lumpur",28698,D28698
Ryley Old,8/13/1933,017-8310967,F,Perak,04543,2 Lakewood Trail,nurse,"2 Lakewood Trail, 04543, Perak",71093,N71093
Joachim Stopford,7/6/1945,019-9097727,M,Melaka,44069,9426 Prairieview Plaza,nurse,"9426 Prairieview Plaza, 44069, Melaka",23285,N23285
Delainey Steuart,10/22/1978,019-9688534,F,Perak,20023,14 Doe Crossing Road,doctor,"14 Doe Crossing Road, 20023, Perak",80606,D80606
Bogart Fishe,9/27/1982,019-2239308,M,Johor,61458,03376 Kings Circle,nurse,"03376 Kings Circle, 61458, Johor",78998,N78998
Caresa Manners,9/4/1916,017-2475749,F,Labuan,63267,7160 Glendale Lane,nurse,"7160 Glendale Lane, 63267, Labuan",30239,N30239
Madalyn Joice,5/18/1940,019-0138352,F,Selangor,93655,1734 Nelson Street,nurse,"1734 Nelson Street, 93655, Selangor",81190,N81190
Stavros Lobley,9/8/1988,017-9701733,F,Pahang,47816,35111 Dawn Street,nurse,"35111 Dawn Street, 47816, Pahang",71010,N71010
Zaccaria De Blasio,8/2/1982,011-37448606,F,Kedah,13928,3 Independence Drive,nurse,"3 Independence Drive, 13928, Kedah",96227,N96227
Karee Tuohy,2/19/1935,011-67597926,F,Penang,87211,2867 Leroy Crossing,nurse,"2867 Leroy Crossing, 87211, Penang",65543,N65543
Brandon Shippey,1/3/1921,010-04988267,M,Perak,63235,2 Thierer Avenue,nurse,"2 Thierer Avenue, 63235, Perak",11576,N11576
Frannie Blacklidge,6/16/1913,016-0815918,F,Melaka,11731,04 Kropf Place,nurse,"04 Kropf Place, 11731, Melaka",03852,N03852
Haleigh O'Caherny,7/29/1967,011-26839990,M,Penang,83739,57 Granby Street,nurse,"57 Granby Street, 83739, Penang",04913,N04913
Calli Goby,11/14/1917,018-1112788,M,Kelantan,23843,3 Birchwood Hill,doctor,"3 Birchwood Hill, 23843, Kelantan",17459,D17459
Josy Raynard,6/4/1909,018-9328650,F,Kuala Lumpur,48276,3342 Brown Way,nurse,"3342 Brown Way, 48276, Kuala Lumpur",49579,N49579
Pren Mercey,11/7/1917,011-4385887,M,Selangor,38955,438 Raven Parkway,nurse,"438 Raven Parkway, 38955, Selangor",63499,N63499
Kamillah Goncaves,3/16/1918,011-95473457,F,Terengganu,74598,4 Nobel Parkway,nurse,"4 Nobel Parkway, 74598, Terengganu",82910,N82910
Sidnee Norheny,11/14/1954,019-7670357,F,Putrajaya,08542,81 Anniversary Junction,nurse,"81 Anniversary Junction, 08542, Putrajaya",48477,N48477
Carmela Hathaway,2/26/1909,010-27440599,F,Perlis,60152,1 Packers Road,nurse,"1 Packers Road, 60152, Perlis",94463,N94463
Findlay Sibun,1/1/1944,013-9627157,F,Pahang,62322,637 Manitowish Way,nurse,"637 Manitowish Way, 62322, Pahang",70706,N70706
