patientID,NRIC,name,dateOfBirth,phoneNumber,gender,address,emergencyContactNumber,emergencyContactName,emergencyContactRelationship
P047385,760510-25-3361,Dominique Itzhak,10/5/1976,011-58293974,F,"28 John Wall Drive,Kedah",011-19438513,Milo Sharpous,cousin
P674424,370211-13-1242,Phillida Ramage,11/2/1937,011-24126281,M,"6 Havey Junction,Sarawak",019-5625846,Valerie Mariault,cousin
P013771,500108-29-1075,June Fells,8/1/1950,011-21276533,F,"027 Atwood Park,Kelantan",011-78445549,Linn Kelly,daughter
P339762,630603-24-2732,Waylin Cheeld,3/6/1963,018-4222873,M,"18658 Oakridge Point,Johor",011-14305330,Wilfred Dran,cousin
P023593,690607-23-4433,Elinore Rigler,7/6/1969,011-34075383,M,"5 Mccormick Hill,Johor",011-30720973,Paquito Flecknell,cousin
P057872,090923-25-5877,Sonny Novak,23/9/1909,011-84010555,F,"7532 Lake View Terrace,Kedah",018-8863608,Georgeanne Donhardt,cousin
P777720,730707-09-8751,Skyler BURWIN,7/7/1973,011-34496763,F,"21 Meadow Ridge Point,Perlis",019-2774396,Judah Burgin,parents
P009305,720117-45-2139,Fabio Loffill,17/1/1972,011-72583144,F,"47031 Hanover Alley,Terengganu",011-43858022,Langston Shannon,son
P898259,980903-04-1014,Meta Spelsbury,3/9/1998,011-01120943,M,"17856 Namekagon Crossing,Perlis",019-3900163,Angelina Guilayn,son
P727222,830616-33-4982,Averill Shekle,16/6/1983,011-45115068,F,"33069 Dapin Plaza,Pahang",011-50967554,Cristi Elph,guardian
P252983,090927-45-5020,Denni Pellamonuten,27/9/1909,019-2237256,M,"37187 Killdeer Way,Terengganu",011-38959859,Madelena Dinjes,daughter
P086264,071128-33-5408,Samuele Palmby,28/11/1907,011-00245957,M,"918 Melody Crossing,Pahang",011-50271660,Rudy Nizard,daughter
P017854,350828-06-5469,Hamid Deverose,28/8/1935,019-3561771,F,"970 Atwood Pass,Pahang",011-62903915,Regan Martinets,spouse
P970971,530529-35-9977,Tobit Symcoxe,29/5/1953,017-8924542,F,"35652 Ryan Terrace,Penang",011-33258477,Raddy Deyenhardt,cousin
P482771,541104-42-4324,Desdemona Phillips,4/11/1954,019-2482472,M,"2 Mifflin Alley,Selangor",011-22032218,Rebekkah Niblett,daughter
P893389,921112-29-3494,Gerik Lamberto,12/11/1992,018-7280930,F,"5459 Hansons Point,Kelantan",011-06646768,Davida Boteman,daughter
P971577,910309-15-3745,Inglis Hrihorovich,9/3/1991,011-67084285,F,"5 Gateway Court,Labuan",019-8624436,Kassie Yvon,spouse
P497763,651202-25-4636,Raviv Ambrosetti,2/12/1965,017-7766509,F,"3649 Fremont Plaza,Kedah",016-2159996,Antonetta Howselee,cousin
P342211,600715-28-1829,Consolata Mullaly,15/7/1960,016-2171938,M,"00593 Michigan Park,Kelantan",019-9369561,Kameko Dran,spouse
P891674,220911-32-8310,Romola Llorente,11/9/1922,016-0489709,F,"4401 Jenna Parkway,Pahang",019-8781084,Moria Grabham,son
P766383,440518-59-4512,Englebert Blanchflower,18/5/1944,017-2318162,F,"60 Jenifer Plaza,Negeri Sembilan",011-71822896,Dennet Jaeggi,cousin
P150224,780817-05-8247,Beckie Fluin,17/8/1978,019-0052722,F,"3462 Village Hill,Negeri Sembilan",013-5695669,Audrey Lippatt,parents
P210596,340419-07-1399,Lutero Ferronet,19/4/1934,018-1322406,F,"22091 Forest Run Center,Penang",018-3576004,Rolph Lalor,spouse
P175718,020823-26-3969,Adiana Fraschini,23/8/1902,011-06987278,F,"6 Stoughton Way,Kedah",011-02215569,Olympia Enders,guardian
P115567,541012-07-4840,Murdock Dallosso,12/10/1954,019-6110462,M,"7 Sunfield Place,Penang",019-1366982,Sinclair McLellan,spouse
P383437,880609-28-7843,Jereme Attack,9/6/1988,016-3311753,F,"80866 Brown Park,Kelantan",012-4241636,Elayne Everett,son
P053513,510827-05-3752,Valery Passler,27/8/1951,018-5782321,M,"802 Barby Hill,Negeri Sembilan",011-37649806,Pavla Rosenhaupt,son
P063565,520607-09-2399,Berny Arington,7/6/1952,011-24728483,M,"1 Dexter Way,Perlis",011-57761673,Rodd Cottisford,cousin
P289042,160315-32-7936,Wendeline Keyden,15/3/1916,011-95785628,M,"0648 Union Lane,Pahang",017-8789796,Yovonnda Beggio,son
P978126,400110-22-2219,Marina Collymore,10/1/1940,019-1658923,M,"3106 Loomis Point,Johor",011-81177643,Cheslie Merington,daughter
P150892,920215-47-7016,Walsh Savory,15/2/1992,019-9974379,F,"0 Eggendart Point,Sabah",011-62637153,Derron Labba,son
P509819,840729-16-3445,Flss Goreway,29/7/1984,011-88213779,F,"8 Hanover Center,Melaka",019-5680962,Feliks Olek,cousin
P595411,310608-07-2583,Mellisa Innis,8/6/1931,011-00595655,F,"91 Mccormick Trail,Penang",011-89799783,Samuel Mealand,son
P892234,880125-42-7995,Philippine D'Ugo,25/1/1988,017-3755169,M,"48831 Pepper Wood Pass,Selangor",011-56922695,Augustine Maypole,cousin
P253218,591113-04-3891,Tracy Addinall,13/11/1959,011-04087243,F,"40 Hauk Avenue,Perlis",011-79259346,Mordy Palk,daughter
P249610,910926-09-4017,Connie Haslock,26/9/1991,017-2401966,F,"6 Stuart Parkway,Perlis",011-66632134,Yancy Hacard,cousin
P582080,211004-44-2677,Edan Ternott,4/10/1921,018-1481761,M,"5266 Nobel Avenue,Selangor",011-54973682,Quintina McBrearty,cousin
P953482,281203-09-5475,Ivie Mc Faul,3/12/1928,011-69402027,M,"709 Monument Way,Perlis",011-38106643,Carlye Burman,cousin
P681114,110602-45-5228,Amby Sylvester,2/6/1911,011-46272165,F,"90179 Crest Line Lane,Terengganu",011-45780130,Tomkin Kissack,son
P685914,650523-06-2099,Tanya Olenikov,23/5/1965,018-8372374,M,"88 Gateway Parkway,Pahang",011-58394749,Aigneis Crewther,guardian
P503145,100807-42-9697,Jonas Meadows,7/8/1910,011-48874119,M,"45755 Morningstar Avenue,Selangor",011-06789354,Lanie Bretelle,son
P695436,520623-04-9619,Paulina Philip,23/6/1952,011-06910837,M,"39 Hintze Way,Perlis",019-3323590,Nicky Healeas,guardian
P739670,061217-05-6435,Maureene Jedrysik,17/12/1906,011-15325717,F,"5689 Vahlen Center,Negeri Sembilan",011-88777734,Hercule Tommeo,daughter
P913586,640122-16-0053,Elianore Geharke,22/1/1964,011-28093032,F,"6 Basil Avenue,Putrajaya",011-80029106,Rhett Gilfoyle,guardian
P426027,580829-10-6795,Finley Cowins,29/8/1958,014-4517235,M,"41151 Garrison Place,Selangor",019-9648400,Brook Bidder,cousin
P139901,150817-11-9897,Baird Helliar,17/8/1915,018-6556822,M,"259 Armistice Terrace,Terengganu",011-33549012,Angeline Escolme,daughter
P285229,540829-16-8042,Geoff Bellingham,29/8/1954,011-63917632,F,"132 Clemons Drive,Melaka",011-51374787,Igor Spata,daughter
P052170,990106-49-3285,Arv Bruhnke,6/1/1999,019-5978580,M,"6994 Packers Park,Sabah",019-4883720,Gothart Maletratt,cousin
P598368,550809-56-9596,Lucho Hariot,9/8/1955,011-59338327,F,"2263 Bartelt Crossing,Kuala Lumpur",011-33828713,Evaleen Avramovsky,spouse
P623721,471220-16-7056,Hastie Swires,20/12/1947,011-80760999,F,"0 Maywood Trail,Melaka",019-9617213,Allyn Domanski,son
P957313,901225-21-4150,Zerk Mowles,25/12/1990,011-54286934,F,"05809 Tony Pass,Johor",019-7216023,Wit Castleton,daughter
P786085,280712-54-1215,Arabella Glassman,12/7/1928,017-8686910,F,"480 Bultman Terrace,Kuala Lumpur",018-0178933,Rudyard Bambury,guardian
P356315,321013-06-3855,Jarib Podmore,13/10/1932,018-9579761,M,"00507 Dapin Center,Pahang",011-38746330,Wynn Brunelleschi,spouse
P703585,420329-05-1817,Pierre Gasnell,29/3/1942,011-05279776,F,"9 Old Shore Road,Negeri Sembilan",011-76221340,Lane Joselevitch,spouse
P608784,800428-16-5625,Joletta Tejero,28/4/1980,018-3074208,M,"6 Harper Drive,Putrajaya",011-18059655,Dayle Rex,son
P181685,840229-45-7634,Nils Spiller,29/2/1984,011-83155730,M,"97366 Summit Road,Terengganu",019-6130444,Oran Dunmore,guardian
P391550,161020-54-9447,Cosetta Escala,20/10/1916,011-30162915,F,"25507 Forest Dale Park,Kuala Lumpur",016-6032395,Aretha Dmitriev,cousin
P074747,741108-13-2859,Malchy Beche,8/11/1974,017-2371206,F,"93347 Leroy Way,Sarawak",014-4394221,Korney Aisman,cousin
P713891,590821-16-5927,Rosie Kenton,21/8/1959,019-6163675,F,"5094 Lake View Center,Putrajaya",019-5325480,Daffi Allden,cousin
P427304,340704-29-9904,Dacia Ketton,4/7/1934,018-4016033,M,"9 Stang Plaza,Kelantan",019-9603951,Tanitansy Jentzsch,parents
P313547,380801-02-6683,Mitchel Olyfat,1/8/1938,011-55001604,M,"7602 Pine View Road,Kedah",017-6624710,Will Bycraft,guardian
P180421,971019-35-7558,Natalya Leverage,19/10/1997,011-64902868,F,"18415 Tennyson Lane,Penang",019-7634723,Abdul Popplestone,cousin
P206530,860625-54-3500,Muffin Wimlett,25/6/1986,017-9690502,M,"5822 Summit Lane,Kuala Lumpur",019-7248789,Morgun Farfull,parents
P990542,510608-16-5789,Joelly Vassman,8/6/1951,019-6360734,F,"06394 Pleasure Junction,Melaka",018-4566919,Arly Paulisch,parents
P873296,000128-58-2338,Fidela Wyke,28/1/2000,011-34737474,F,"29 Hoepker Street,Labuan",011-13624505,Alford Etheridge,cousin
P693331,220630-16-9095,Torey Sandy,30/6/1922,011-91092168,M,"671 Cardinal Plaza,Melaka",019-4323137,Kelcie Rushforth,son
P447453,020219-32-8663,Laurence de Keyser,19/2/1902,018-1426903,M,"961 Welch Point,Pahang",019-3550295,Lenee Chaudhry,daughter
P964546,440721-45-5082,Dannel Freer,21/7/1944,011-22574891,F,"80 Merchant Hill,Terengganu",018-6080893,Estevan Bothen,spouse
P672555,040706-13-0822,Lynn Spurr,6/7/1904,018-7943864,M,"2 Cardinal Avenue,Sarawak",016-6320387,Kaycee Inger,guardian
P521505,791128-22-6903,Eulalie Garfirth,28/11/1979,019-7614479,M,"91 Bayside Center,Johor",019-8485696,Isadora Latus,cousin
P293872,311210-06-6871,Adora Bourdas,10/12/1931,011-72242820,F,"7976 Straubel Pass,Pahang",017-0761955,Ashla Faircloth,cousin
P850566,841220-48-2529,Channa Gillings,20/12/1984,019-7806067,F,"020 2nd Hill,Sabah",010-9491785,Thurston Rouch,son
P568445,960704-51-2463,Claresta Esom,4/7/1996,019-6330738,F,"846 Luster Junction,Sarawak",017-3104092,Ilario Dodding,spouse
P364902,510112-28-7168,Urban Stuke,12/1/1951,011-78824853,F,"59 Hayes Crossing,Kelantan",017-2958084,Beryle Skippen,cousin
P268974,500727-41-1839,Margarete Jacklin,27/7/1950,011-67604286,F,"02 Oak Way,Selangor",018-9773764,Elinor Grassi,parents
P418831,250523-32-6624,Fields Sharvell,23/5/1925,011-72042038,M,"95633 Express Hill,Pahang",018-7905137,Mead Abbys,cousin
P951320,190710-16-0981,Dede Brownhill,10/7/1919,018-2479160,M,"02843 Loftsgordon Plaza,Putrajaya",014-5645078,Jule Headford,guardian
P410198,290328-52-1708,Hermann Beardsley,28/3/1929,019-3764587,M,"08450 Eagle Crest Terrace,Sarawak",018-3428933,Salomo Emilien,daughter
P858189,840114-46-4075,Claudio Curnow,14/1/1984,011-27132257,M,"36090 Bellgrove Parkway,Terengganu",019-1464406,Fletcher Olkowicz,cousin
P602319,221216-45-2958,Shae Nudd,16/12/1922,017-1191459,F,"50747 Claremont Way,Terengganu",011-50160994,Megan Bale,spouse
P721620,340113-59-8188,Ignatius Youthead,13/1/1934,017-5477561,F,"6606 Waywood Junction,Negeri Sembilan",011-55055146,Nichols Liddel,guardian
P727496,141006-37-5690,Glynis Fridaye,6/10/1914,017-9531736,M,"89222 Luster Road,Perak",011-54778333,Yettie Colbeck,spouse
P176441,490811-58-2347,Kimberlee Darton,11/8/1949,019-2823110,F,"4 Stephen Point,Labuan",017-4196175,Haily Petrolli,cousin
P431312,010121-15-4625,Christel Pettigree,21/1/1901,011-09957662,F,"74903 Birchwood Circle,Labuan",018-6847628,Costanza Vickerman,guardian
P620977,170103-16-1425,Skylar Rotter,3/1/1917,019-2638089,M,"4 Homewood Parkway,Putrajaya",011-62970086,Welch Feldmann,daughter
P935286,060426-29-6221,Wendye Hounson,26/4/1906,011-84336801,F,"22 Tony Pass,Kelantan",011-53610896,Renaud Pepi,son
P275887,690902-34-7847,Dina Broxap,2/9/1969,019-5133008,M,"08 Nova Place,Penang",011-75959607,Aveline Belding,son
P811703,580507-42-7996,Kahlil Lorant,7/5/1958,017-8289101,M,"095 Mosinee Parkway,Selangor",019-1266709,Elton Jovey,guardian
P823440,141031-15-2724,Aubry Lygo,31/10/1914,018-8309938,F,"891 Morrow Place,Labuan",019-1000461,Alexina Mavin,son
P947816,380609-58-8894,Lilllie Bravery,9/6/1938,019-0216321,F,"3242 Sachtjen Point,Labuan",018-6736218,Abel Da Costa,daughter
P328579,540109-07-8812,Felicity Biddle,9/1/1954,011-60435196,M,"43 Hagan Road,Penang",019-4801470,Pepito Spellard,spouse
P766066,340310-29-2027,Barbabra Elliff,10/3/1934,011-54623105,F,"86601 Lillian Parkway,Kelantan",011-63750157,Odetta Amos,guardian
P348955,931008-02-9293,Brook Crown,8/10/1993,016-9120244,M,"5 Ridgeway Pass,Kedah",018-4769114,Pincus Frie,son
P041856,340702-28-9158,Carolee Titterrell,2/7/1934,018-8045874,F,"6323 Comanche Plaza,Kelantan",011-88386354,Megen Snook,cousin
P187799,621022-27-1240,Wini Canas,22/10/1962,019-8020922,F,"9227 Cordelia Junction,Kedah",019-5113461,Ripley Hundall,spouse
P313698,030524-58-3527,Tod Kloska,24/5/1903,017-1649853,M,"75582 Mcguire Road,Labuan",011-78634284,Trisha Pickless,parents
P556146,210323-23-7192,Bartie Ramalhete,23/3/1921,018-0461557,M,"47 Porter Circle,Johor",011-21244745,Sydney Kupisz,parents
P523686,490921-58-7796,Hermon Innerstone,21/9/1949,011-40534761,F,"6 Bunting Pass,Labuan",018-5805767,Bail Ackroyd,parents
P879888,000714-48-8242,Madonna Edsell,14/7/2000,019-9299331,M,"0 Summit Plaza,Sabah",019-6216320,Ulberto Shetliff,son
P428478,731009-36-2462,Petrina O'Henecan,9/10/1973,011-68638366,M,"705 Merry Hill,Perak",019-0513128,Tait Padbury,son
P350655,740830-55-0491,Gianna McGuire,30/8/1974,019-2084148,M,"988 Hayes Parkway,Kuala Lumpur",019-4938183,Booth Rodwell,son
P285548,310531-44-1762,Joana Beney,31/5/1931,019-3208750,F,"6 Donald Way,Selangor",019-9038912,Omero Cossans,parents
P440411,100115-32-4124,Gabrielle Imlen,15/1/1910,019-6901237,F,"4 Holmberg Avenue,Pahang",019-1230136,Blinnie Westoff,spouse
P800033,771212-03-3318,Evvie Archard,12/12/1977,011-16912504,M,"8990 Caliangt Avenue,Kelantan",011-58713701,Nelli Feaster,daughter
P698469,590505-23-4678,Babbie Dreng,5/5/1959,011-28230120,M,"3 Jenifer Park,Johor",011-91890128,Bethany Farraway,daughter
P599363,400814-16-8503,Dennet Scorton,14/8/1940,011-71544177,F,"84 Chive Crossing,Putrajaya",011-07814488,Arlette Rathborne,cousin
P267276,770801-01-6573,Zachariah Rannie,1/8/1977,011-35832338,M,"5849 Arrowood Junction,Johor",011-51873852,Else Norkett,son
P989163,160129-01-4568,Blythe Reymers,29/1/1916,011-11433670,M,"2 Arrowood Hill,Johor",019-8779455,Korie Greatrex,parents
P466527,300210-23-7821,Hew Blance,10/2/1930,019-1290457,F,"5450 Northland Crossing,Johor",019-9871702,Franzen McManus,daughter
P032172,850718-38-9459,Gretel Gosnoll,18/7/1985,019-4182268,F,"03 Helena Park,Perak",018-4015824,Ruthi Berthome,guardian
P401475,280621-46-7951,Clare Dmitriev,21/6/1928,019-2969050,M,"204 Esker Lane,Terengganu",011-81145332,Job Laible,spouse
P729349,440623-46-9466,Joline Kingscote,23/6/1944,011-69460316,M,"81 Red Cloud Park,Terengganu",011-63224243,Moshe Margrett,cousin
P864996,691113-03-9856,Lacey Book,13/11/1969,019-4369957,F,"375 Amoth Junction,Kelantan",011-46698365,Frank Grote,guardian
P528044,660317-15-4418,Em Pauwel,17/3/1966,011-76350283,M,"837 Haas Street,Labuan",017-2291300,Noami Fontaine,son
P181570,040615-24-8521,Freddy Billanie,15/6/1904,011-57924544,F,"4 Dennis Lane,Johor",018-7789820,Sidney Bolley,parents
P916040,600621-16-8385,Sapphire Biner,21/6/1960,011-67327535,F,"517 American Drive,Putrajaya",019-6476620,Jordanna Ege,daughter
P747846,601117-26-9134,Chaddie Marnane,17/11/1960,011-17234243,M,"5501 Thierer Circle,Kedah",019-9903894,Gerri Shearmur,daughter
P918444,510113-47-5732,Dagny Heggs,13/1/1951,011-54822762,F,"7 Mayfield Junction,Sabah",017-8454965,Ardene Lamping,cousin
P255523,450918-59-5316,Pier Hagger,18/9/1945,011-41839494,M,"2 Forster Way,Negeri Sembilan",011-92098499,Dael Back,son
P582173,820819-05-4611,Rossy Raffin,19/8/1982,011-21296910,M,"5 Briar Crest Road,Negeri Sembilan",011-69171463,Carolee Spafford,son
P783153,800817-52-9374,Lilith Calabry,17/8/1980,019-8870120,F,"3452 Memorial Trail,Sarawak",018-0378186,Galen Stadden,son
P402980,901108-09-9586,Pammi Louedey,8/11/1990,018-2260324,F,"1186 Mitchell Junction,Perlis",019-9876039,Stanislaus Qualtrough,son
P910609,050615-37-0585,Jaime Spiniello,15/6/1905,019-7963827,M,"18614 Hollow Ridge Hill,Perak",019-9146618,Shayla Lewzey,parents
P978203,720620-13-8426,Cozmo Nobbs,20/6/1972,011-24604625,M,"3502 Ruskin Center,Sarawak",017-8902604,Kariotta Hammand,daughter
P248288,871018-56-9480,Issi Lovelady,18/10/1987,018-1191822,F,"858 Loeprich Hill,Kuala Lumpur",011-05295035,Nickolai Lorraine,son
P082446,010519-34-4715,Brinn Santorini,19/5/1901,019-7326126,F,"754 Karstens Street,Penang",011-31706215,Bill Heersema,cousin
P020168,750711-04-4786,Ardine Buckenhill,11/7/1975,011-15916826,F,"11587 Dexter Drive,Perlis",019-9369049,Garwin McGraffin,spouse
P510773,470810-38-7207,Ermanno Kreuzer,10/8/1947,011-43445048,F,"74959 Brentwood Park,Perak",019-9805622,Roderic Santorini,daughter
P609932,691014-57-8775,Sophi Welds,14/10/1969,011-04231133,M,"6433 Bunker Hill Alley,Kuala Lumpur",011-28265491,Sigfrid Alesin,son
P917827,690301-56-1218,Denyse Ruprich,1/3/1969,011-84822551,F,"2 Morrow Crossing,Kuala Lumpur",011-04465981,Stephanus Caple,spouse
P326966,230722-39-2101,D'arcy Stoneley,22/7/1923,018-7386472,M,"83954 Old Shore Plaza,Perak",011-18602668,Georgie Jubb,parents
P446598,740717-16-8811,Leilah Sterke,17/7/1974,011-32259348,M,"49340 Holy Cross Pass,Melaka",011-70077014,Ebonee Moulton,guardian
P079584,271006-58-2064,Nicol Henningham,6/10/1927,011-17944103,F,"15 Thackeray Plaza,Labuan",018-7824870,Melinda Balam,parents
P480395,880527-52-0951,Drona Scutter,27/5/1988,018-0845610,M,"7 Arkansas Circle,Sarawak",018-8811011,Zack Oseland,spouse
P318718,090111-15-1677,Gusty Mixer,11/1/1909,017-5545708,M,"268 Northfield Junction,Labuan",011-58973697,Chadd Gilgryst,cousin
P919851,510502-16-2348,Sim Devonport,2/5/1951,011-07955529,M,"852 Hovde Plaza,Melaka",019-3163146,Christy Ramsted,cousin
P863182,550125-03-8932,Rodrigo Cowan,25/1/1955,018-5653842,F,"79056 South Court,Kelantan",011-68953112,Catrina Goning,son
P494567,070518-16-6494,Odo Exell,18/5/1907,011-15210680,M,"595 Dahle Park,Melaka",018-3679228,Marius Hargroves,son
P543366,981103-04-6670,Babbette Winfindale,3/11/1998,011-77800640,F,"79602 Anthes Circle,Perlis",018-7024125,Angy Nestor,guardian
P674162,061024-22-5721,Kanya Botton,24/10/1906,011-05831166,F,"14 Del Mar Park,Johor",011-27536724,Isak De La Coste,son
P196129,841005-15-0185,Kaleb Wrought,5/10/1984,019-6669641,F,"25714 Jana Way,Labuan",019-1982010,Valentin Niche,son
P646800,730606-56-4874,Reiko Sabater,6/6/1973,019-0374836,M,"712 Towne Hill,Kuala Lumpur",011-57873537,Aland Colhoun,son
P366172,651126-50-0222,Hetty Courson,26/11/1965,019-0592377,M,"37 Aberg Way,Sarawak",011-20790696,Kittie Hawkins,son
P047378,441120-15-6187,Case Mostin,20/11/1944,019-7437482,F,"39374 Northwestern Street,Labuan",018-6520192,Averill Seavers,parents
P330235,971209-46-9749,Beckie Brierton,9/12/1997,019-4265881,M,"41 Village Green Drive,Terengganu",018-0812143,Prentiss Stringer,son
P121368,050404-16-8059,Marcelia Vanes,4/4/1905,011-63681323,F,"2 Erie Park,Melaka",011-99220254,Luciano Buddles,parents
P502166,650214-25-1769,Flem Sansum,14/2/1965,017-4311768,M,"3 American Ash Parkway,Kedah",011-81879206,Geoffrey Blaisdale,guardian
P466434,470710-24-7946,Maddy Medcalf,10/7/1947,018-0234864,F,"6718 Kennedy Avenue,Johor",011-71309415,Clementius Almond,parents
P712894,340212-15-6932,Tori MacIan,12/2/1934,018-4417953,M,"01 Golden Leaf Place,Labuan",011-42421910,Titos Dimmack,spouse
P817664,530308-16-0364,Gnni Sleit,8/3/1953,011-93582495,M,"10544 Shoshone Drive,Putrajaya",019-1799467,Con Tooting,daughter
P112794,910304-22-6358,Elsbeth Chisolm,4/3/1991,019-8952387,M,"678 Manley Plaza,Johor",011-01606927,Bertine Antoney,guardian
P116824,600902-49-7254,Milka Eilles,2/9/1960,011-95855609,M,"51765 Bashford Trail,Sabah",018-4297978,Jackelyn Folger,daughter
P988549,630722-43-8943,Wendell Corbett,22/7/1963,011-11190128,F,"21862 Westerfield Point,Selangor",019-9434698,Loy Croall,guardian
P612518,860526-16-2325,Mervin Scarse,26/5/1986,018-1321043,M,"36 Mockingbird Way,Melaka",019-6345761,Nolan Mobberley,parents
P758844,451009-12-0658,Sapphire Beisley,9/10/1945,016-5022191,M,"983 La Follette Parkway,Sabah",011-46200448,Darsey Paolillo,parents
P127992,170408-16-0303,Ingrid Hallatt,8/4/1917,011-30941962,M,"88 Alpine Avenue,Melaka",011-22571853,Anallese Blacklidge,cousin
P941348,510615-07-9128,Carlyn Gonoude,15/6/1951,010-0585629,M,"1515 Sachs Drive,Penang",011-14083187,Sharity Annes,daughter
P864583,930114-16-5066,Haywood Espinet,14/1/1993,018-6410508,M,"7 Dovetail Trail,Putrajaya",011-72594105,Maris Gullberg,guardian
P066226,710209-04-0304,Catlaina Snalom,9/2/1971,011-81010142,M,"29 Nevada Lane,Perlis",019-1123715,Kaspar Harflete,parents
P969670,530804-45-1807,Kingsly MacMenamy,4/8/1953,017-5272254,F,"29 Colorado Lane,Terengganu",019-4096168,Magdalena Scarce,parents
P737968,411230-26-4735,Angel Zellick,30/12/1941,019-0017033,M,"3210 Farragut Junction,Kedah",019-7340851,Robbin Sture,son
P737169,190511-53-2204,Adara Kinzett,11/5/1919,011-03419168,F,"3720 Bayside Circle,Sarawak",019-0000636,Hermon Johnes,daughter
P261230,900825-29-5531,Harwell Paxton,25/8/1990,019-7855269,M,"2 3rd Circle,Kelantan",011-14561162,Annelise Odd,daughter
P629718,401110-49-4466,Engelbert Gotmann,10/11/1940,011-76977813,M,"5196 Muir Center,Sabah",018-2522861,Reyna Hannaway,guardian
P582546,691102-59-8205,Hewe Stille,2/11/1969,011-06126041,F,"6 Vera Crossing,Negeri Sembilan",019-4537289,Anderea McMinn,son
P576101,460326-16-1038,Elden MacGragh,26/3/1946,011-35853303,F,"6199 Petterle Junction,Melaka",017-7835970,Dannie Nelthorpe,parents
P352916,300703-44-8686,Jenica Isard,3/7/1930,019-1275517,M,"6464 Grim Avenue,Selangor",011-15162889,Ronica Bacon,spouse
P893405,600922-28-5155,Cathe Shepton,22/9/1960,011-22682992,M,"4744 Straubel Point,Kelantan",014-3476657,Brigg Tripp,daughter
P829016,741225-12-6945,Crosby Fairlamb,25/12/1974,011-57200732,F,"13344 Cherokee Junction,Sabah",017-3208020,Vi Beauman,cousin
P761037,701024-01-1774,Jacynth Biss,24/10/1970,018-4649328,M,"38464 Superior Road,Johor",017-8490412,Garnet Rearie,parents
P962646,700501-26-3950,Raina McCowan,1/5/1970,011-56914001,F,"4 Everett Lane,Kedah",019-7980234,Wilhelmina Caller,guardian
P336727,270315-16-5200,Aigneis Osbaldstone,15/3/1927,018-9195635,F,"45809 Cascade Way,Putrajaya",019-3558794,Nye Mumbray,cousin
P042019,740822-56-9178,Hillel Cuvley,22/8/1974,011-63945366,M,"2 Sunfield Parkway,Kuala Lumpur",018-5314328,Essa Manvell,daughter
P856959,880711-16-3178,Hayyim Pummery,11/7/1988,019-7447594,M,"0125 Service Crossing,Melaka",019-5053101,Yolanda Aymeric,son
P031145,180729-25-3516,Trude Boddie,29/7/1918,011-75258734,M,"3 Northland Road,Kedah",018-5206502,Andreana Ivashkin,parents
P553046,311210-06-3762,Silvanus Hucquart,10/12/1931,011-38343051,F,"4 Hauk Parkway,Pahang",011-69307635,Zared Schirok,spouse
P849143,980309-05-7193,Jamison Seldner,9/3/1998,017-1380377,M,"3 Haas Point,Negeri Sembilan",011-33699656,Jeanine Jorio,son
P795641,591123-55-4399,Nicola Kapiloff,23/11/1959,016-9821603,F,"23 Hauk Crossing,Kuala Lumpur",016-7924437,Colman Moger,son
P109140,500913-29-7231,Aleta Lancett,13/9/1950,011-61348158,M,"7 Reindahl Road,Kelantan",019-4133031,Leanna Caukill,cousin
P637309,601020-16-3157,Mandi Biggins,20/10/1960,019-5844297,M,"59 Pleasure Street,Melaka",019-6953306,Lombard Pirot,daughter
P601114,060629-26-4254,Betsy Greeding,29/6/1906,016-6353532,F,"863 Gateway Place,Kedah",017-9956059,Alvy Spurr,daughter
P931368,111211-56-2647,Kendall Delafoy,11/12/1911,019-8339610,M,"438 Cardinal Parkway,Kuala Lumpur",011-69572484,Nikki Showalter,cousin
P003089,940927-01-3298,Nina Garstang,27/9/1994,011-48824543,F,"05 Claremont Place,Johor",011-12257510,Melisent Lanchbury,parents
P656278,220303-25-1823,Demeter Hollerin,3/3/1922,018-2019252,M,"28065 Mallory Alley,Kedah",011-22733643,Tova Gauld,daughter
P930678,960903-49-9964,Griffith Matyushkin,3/9/1996,018-3427792,M,"76230 Pine View Drive,Sabah",011-40113433,Marcos Trunks,cousin
P851736,830123-31-3860,Rozelle Spear,23/1/1983,011-56050205,F,"88 Scott Alley,Negeri Sembilan",018-1024157,Jorgan Tombling,daughter
P400747,710722-08-9236,Bancroft Mishaw,22/7/1971,011-27654556,M,"558 Hauk Alley,Perak",011-47978236,Emmerich Canny,parents
P164781,001010-32-7546,Mireille Pietrusiak,10/10/1900,017-5961480,F,"20 Melrose Point,Pahang",019-6333798,Ernestus Allison,guardian
P776372,130201-04-4344,Jeniffer Lay,1/2/1913,017-8012644,M,"646 Meadow Vale Point,Perlis",011-16654156,Abbe Farge,daughter
P255562,870520-16-9596,Chelsy Rogerson,20/5/1987,018-3935243,M,"7 Mariners Cove Point,Putrajaya",011-10514299,Calley McClaughlin,spouse
P936687,281110-08-7277,Britni Heilds,10/11/1928,011-14527769,F,"206 Granby Street,Perak",011-33832992,Niko Planque,cousin
P659684,220308-04-4564,Howie Kildea,8/3/1922,019-7561025,F,"850 Fremont Plaza,Perlis",012-1084963,Gradey Beedon,guardian
P275985,800411-33-5011,Faina Knibb,11/4/1980,011-45100515,F,"60 2nd Court,Pahang",019-2838836,Nadia Matthessen,daughter
